ramanshift	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26
1159.710328	20681.48242	19111.31055	14816.66309	16445.48242	24672.22461	24261.6875	27194.0957	20662.82031	32056.5625	19807.08984	17610.44922	16170.90332	21494.55859	21446.57422	16957.32227	16728.06055	20913.4082	21502.55664	13870.29492	10607.32324	8719.91797	14638.05273	19137.96875	30510.38281	21193.32031	16573.44336
1158.765995	20561.20898	19186.41406	15159.30859	16145.45313	24453.57422	24263.10742	27068.55273	20705.87891	31885.61133	19599.34766	17433.73242	15874.8291	21069.25	21341.94141	16434.77148	16774.40039	20855.57031	21795.69922	14087.26465	10461.95801	8564.57324	14734.63672	18889.60938	30331.85156	20981.00391	16537.11133
1157.821662	20272.12305	18969.72656	14980.96582	16349.44629	24304.14063	23933.93945	27348.98047	20526.64258	32273.45508	19747.02539	17386.67773	15868.98438	21018.64453	21019.91602	16856.14063	16580.35156	20740.9375	21573.51953	14215.96973	10530.36133	8680.50098	14822.51367	19318.37305	29955.93359	20884.42188	16331.44727
1156.877329	20299.54883	18668.92188	14914.40625	15987.375	24329.46484	23983.42383	27303.38086	20651.2793	31826.79102	19575.19531	17460.31055	15451.01172	21072.11719	20978.66602	16716.78516	16535.93359	20952.97852	21863.36719	14132.24414	10638.09082	8559.70801	15051.38477	19181.59375	29372.18945	20677.27344	16214.95508
1155.932996	20142.05078	19031.22266	15130.22168	15900.85547	23853.24023	23901.61719	27371.91406	20361.49219	32241.35547	19692.14844	17345.38086	15458.54492	20913.48047	21199.58398	16602.19336	16178.22266	20954.32813	21567.69531	14143.98926	10721.61719	8639.09863	14933.62207	19604.66406	29358.48633	20872.04883	16179.41895
1154.988663	20131.67773	18737.51563	14989.33105	15796.74219	24262.54102	23646.17578	27582.91406	20308.4043	31935.27148	19397.58203	17064.37695	15435.44434	21071.39258	21099.39453	16630.20313	16380.91406	20749.70313	21698.09375	14087.17188	10494.96875	8541.62109	15120.57227	19542.61719	29116.91797	20387.18359	15929.32715
1154.044331	19698.58984	18743.19922	14731.27148	15789.00488	24051.89063	23945.3125	27827.11719	20451.57227	31870.1582	19074.85156	16979.14063	14987.78516	20929.38867	21004.58789	16772.11133	16232.67676	20705.90234	21973.07031	14012.47461	10453.51367	8625.3457	15135.39453	19749.55078	28546.01953	20568.54492	15836.96582
1153.099998	19905.80273	18786.38672	14714.55176	15712.72461	23917.98242	23323.49414	27734.33789	20315.17383	31859.43555	19267.9707	17120.80469	15265.34766	20754.48242	20960.67969	16599.33203	16014.13184	20531.1582	21602.24219	14016.93652	10684.9668	8754.32129	15370.32324	20267.80859	28244.82422	20212.20898	16107.7373
1152.155665	19695.70703	19060.25586	14512.08691	15385.2627	23970.84961	23109.33008	27714.61133	20299.81836	31796.19141	19083.18555	17241.75586	15113.56738	20760.94141	20544.77539	16866.87695	16095.91504	20435.26953	21832.76758	14160.21777	10582.41992	8641.73047	15144.0498	20782.31836	28121.8125	19948.85938	15978.45605
1151.211332	19717.47266	18816.91992	14434.35645	15257.49316	23530.51758	23466.35352	27719.46875	19870.83008	31709.86523	19078.50781	16946.79297	15036.68457	20769.70508	20887.24219	16957.03906	15765.74902	20548.06055	21202.41992	14002.94141	10688.33203	8705.59766	15409.54297	21378.66797	27568.19922	19999.89258	15899.11523
1150.266999	19396.82617	18978.91602	14386.4707	15238.41699	23254.32227	23344.33984	27710.89453	19811.83203	31642.58594	18403.2793	17228.11719	15064.81348	20986.15625	20793.61328	16644.60352	15836.19824	20180.67969	21347.97461	13660.66895	10447.53906	8643.86035	15624.06738	22018.53906	27674.08984	20100.45508	15965.98633
1149.322666	19237.03711	18703.86328	14143.13574	15251.04004	23330.19727	23724.97656	27712.23047	19686.82227	31280.98242	18506.51758	17088.6582	15064.01367	21026.22266	20214.25391	16716.49609	15810.60156	19952.0918	21295.85547	13932.18652	10414.00293	8504.96973	15615.04102	23156.38477	27176.8418	19964.77734	15808.72852
1148.378333	19262.40039	18925.01563	14087.11914	15158.55273	23392.23242	23456.63086	27451.20117	19641.73242	31525.48633	18328.62109	16827.57422	14948.83105	20787.49609	20302.52344	16630.16797	15383.9209	19895.14648	20965.26367	13909.68164	10483.2041	8769.11914	15869.14746	24337.71875	26877.89648	20101.09766	15484.18945
1147.434	18914.48242	18817.24805	13957.44531	14838.16797	23307.07813	23384.21289	27124.88477	19349.67578	31132.05273	18118.76367	17021.54297	15011.25781	20794.94922	20116.61523	16514.03516	15085.93164	20116.04102	21083.74219	13878.65625	10290.82422	8877.58008	15686.21191	25101.69922	26679.55078	19936.36328	15848.81738
1146.489668	18913.12109	18657.60742	13838.35742	14672.22168	23295.58984	23396.0957	26785.86914	19359.97656	31057.81836	18098.85938	17235.23438	15090.00293	21140.67578	19926.70313	16547.32813	15273.7207	20168.11523	21093.10742	13923.20703	10156.4668	8659.67188	15799.66211	26200.26563	26405.07422	19890.58008	15596.13574
1145.545335	18629.5293	18693.0625	14057.21582	15051.84082	23438.6543	23068.93164	26454.93555	19326.47461	31198.85547	18053.50781	16651.6543	15201.56738	21410.69336	19769.66602	16507.39844	15081.46094	19847.72461	21102.87109	13586.81445	10056.32129	8510.48535	15613.50586	26588.13086	26182.18359	19813.79688	15729.85156
1144.601002	18483.15039	18592.83984	14045.95801	14930.78027	23141.79297	23163.52148	26541.38672	18806.875	30855.84375	17795.1543	16595.96094	15140.32129	21267.08203	19550.82227	16503.84766	15091.19922	19947.35742	21143.99609	13698.42383	10191.47266	8741.03125	15441.38281	26150.04688	25858.68945	20000.97852	15485.87891
1143.656669	18772.3418	18168.80273	13834.80859	15102.05664	23143.06055	23281.50391	26061.70117	18846.51758	30762.70898	17473.94336	16585.77539	14913.3584	21234.33984	19430.48438	16521.27148	15005.16113	19681.52148	21228.08008	13821.75977	10229.75	8688.7666	15569.56055	26246.51758	25882.18359	19964.68945	15622.00586
1142.712336	18537.73438	17996.58984	13687.64355	15205.81348	22934.41602	23068.46289	25503.07031	18681.91016	30703.52148	17774.28711	16421.75195	14985.0498	20778.85352	19096.58398	16522.44336	14670.95605	19522.09766	21707.64063	13630.7168	10095.52637	8646.08594	15196.48535	25036.92578	25319.95898	19843.07617	15960.61816
1141.768003	18536.87305	18067.0957	13682.64063	15360.14355	22764.875	22871.24609	24972.50391	18587.5293	30205.46484	17642.16211	16507.25977	15072.67578	20819.5918	18996.58789	16501.50977	14826.77246	19415.42578	21444.32422	13944.35449	10319.80859	8673.02734	15130.66797	23974.07031	25160.89063	19984.83594	15905.70703
1140.82367	18683.88477	17869.16992	13647.06348	15294.54004	22667.24414	23043.70313	24632.79688	18575.52539	30204.02344	17382.95117	16593.27539	14882.04688	20550.63672	19102.88281	16803.92969	14816.61523	19209.85742	21816.80859	13879.51563	10231.48047	8510.94629	15018.37207	23428.27734	24941.46289	20043.10156	15802.79883
1139.879337	18423.27344	17744.44141	13711.33398	15269.4375	22794.30273	22488.16211	24268.83203	18807.84961	30352.64453	17393.89063	16444.16797	14868.72168	20247.46484	18901.34961	16692.7832	14566.02637	19169.07813	22020.00977	13844.90723	10228.73535	8500.72168	14850.26367	22212.80273	24648.0625	20321.01758	15996.02539
1138.935005	18252.10742	17474.49805	13347.78418	15305.98633	23013.99609	22346.2168	23708.31445	18384.50195	30051.67383	17492.05859	16423.04102	14870.5459	20178.50977	18669.78516	16972.6543	14468.41602	19265.29883	22323.72656	13950.5752	10073.14355	8612.85059	14633.97461	21084.58594	24581.25391	20420.49414	15845.31641
1137.990672	18158.41211	17433.01758	13387.64648	15337.16797	22996.99805	22245.15039	23560.61133	18312.96289	29663.78516	17491.68359	16323.69434	14969.61035	20178.03906	18448.39258	17181.21094	14496.7207	19144.35547	22392.0293	14080.99902	10209.12109	8633.06934	14438.83301	20684.54102	23922.72266	20606.61914	16086.21191
1137.046339	18018.82813	17291.41406	13254.92285	15250.44531	22822.95313	22373.9082	23183.9082	18175.60742	29311.11914	17419.25391	16427.38477	14868.33887	19776.76172	18266.10938	17266.13281	14408.35449	18863.51953	22655.97852	14142.93652	10169.49512	8531.65137	14406.58105	19493.95898	24031.70508	20703.41797	15864.53418
1136.102006	18133.32617	17110.17188	13410.60059	15587.77637	22476.93164	22060.12891	23156.55469	18147.98828	29142.28906	17405.02344	16325.37207	15003.21094	19626.64453	18168.42773	17036.74609	14307.34668	19030.41406	23120.58008	14305.90723	10271.67383	8610.77051	14063.73047	19162.625	23608.61328	21171.27344	15922.82813
1135.157673	17829.86133	16957.07422	13066.35938	15586.23047	22675.98828	22038.51367	22937.28516	18195.43555	28736.39844	17062.41406	16391.60156	15015.70605	19765.23047	17827.70898	17271.64648	14157.72168	19100.70703	22668.19922	14122.16602	10085.68262	8562.44629	14085.46289	18840.19922	23759.76953	21165.75391	15657.90039
1134.21334	17588.20898	16833.08984	12931.30664	15628.33203	22602.80859	21859.22852	22913.20508	18053.12305	28609.30664	16966.73047	16393.30078	14925.49414	19257.85156	17736.76758	17411.9668	14071.47754	18938.9668	22670.50195	14209.61328	10162.49219	8565.31934	14077.60156	18582.88867	23422.99023	21236.85352	15850.83887
1133.269007	17461.26953	16581.51367	13047.15039	15376.25488	22523.20117	21928.57813	22882.01758	17849.27344	28437.75977	17367.58594	16467.54883	14865.10742	19311.08008	17702.0957	17129.15039	13812.70996	19071.03516	22647.84766	14257.49023	10170.15039	8479.74414	14091.06738	18094.94141	23417.89648	21231.11133	15805.58984
1132.324674	17185.13281	16582.85352	12849.16699	15393.38867	22419.9082	21904.66602	23146.67969	17793.14844	28387.35547	17147.28906	16269.14551	14876.61133	18991.16602	17649.4668	17140.96289	13894.38281	19475.61523	22131.72461	14316.14355	10276.61133	8615.83398	13874.18555	17846.33398	23536.21875	21214.97656	15618.14648
1131.380342	17261.40039	16443.11133	12720.38184	15287.38672	22433.83203	21609.93945	23335.4043	17637.26172	28536.31641	17256.75977	16156.0293	14930.7168	18859.62891	17581.57617	16855.72656	13745.16797	19270.29297	21836.63086	14264.4668	10198.75293	8534.61426	13900.91992	17620.38867	23506.77148	21163.72461	15315.57715
1130.436009	17116.11719	16484.5332	12920.13379	15433.19922	22160.72461	21754.97461	23402.61719	17567.76563	28257.63672	17122.1582	15895.66406	14842.08496	18860.4375	17521.05078	16796.04102	13713.20996	19349.87109	21815.25586	13928.47266	10178.95605	8641.21484	13742.13574	17728.37109	23607.66016	20708.85938	15590.24609
1129.491676	16876.34766	16099.25195	13208.44922	15458.66797	22148.06445	21948.36914	23645.29688	17575.12695	28087.97852	16979.96289	15523.75977	14732.31152	18788.23047	17658.28711	16788.12109	13537.80078	19468.76953	21443.92383	14174.99219	10115.19043	8527.01855	13605.73926	17756.47461	23609.30469	20412.09375	15781.63867
1128.547343	16758.3125	16047.62109	13010.85547	15211.05566	22269.01758	21534.78125	23556.99219	17933.39258	27781.24219	17160.30664	15615.08984	14567.4082	18759.99414	17540.8457	16712.93945	13636.81445	19528.03516	21044.13672	13864.83594	10019.56055	8549.84082	13615.51758	17433.4668	23428.9707	20184.05664	15489.26563
1127.60301	17015.17383	15730.14258	13129.68457	15251.64746	22022.96094	21614.76367	24034.25195	17936.52539	27421.39844	16905.3457	15512.36035	14711.88086	18633.96484	17158.9043	16123.46191	13585.6709	19347.43945	20847.86328	13777.33789	10190.69238	8465.65527	13673.48926	17450.92578	23674.16602	19924.83789	15364.79395
1126.658677	16607.7832	15691.63965	13106.53613	15333.05469	22065.71094	21572.84961	24344.91406	17797.5332	27187.55664	16831.11523	15285.49316	14973.58984	18410.22461	17339.76758	16082.08398	13159.49316	19487.51758	20470.95703	13901.16797	10010.94043	8489.49023	13618.9502	17457.30859	23740.62695	19334.45508	15414.14746
1125.714344	16468.91211	15486.02832	12822.40039	15369.26172	22031.53125	21586.47852	24220.23047	18258.03125	27133.72266	16692.36523	15214.07813	14901.68555	18394.59961	17035.75391	15989.57227	13100.38574	19366.16797	20060.32031	13566.57715	9772.50879	8519.1377	13565.7373	17688.19141	24095.12305	19074.29102	15402.23535
1124.770012	16693.74609	15521.86621	12914.04199	15165.57031	21892.17773	21514.51953	24245.99219	18229.83594	26789.7793	16831.26172	14884.21289	14884.64453	18376.8457	17114.74219	15655.31055	12942.22363	19267.64063	19850.92188	13448.06836	9804.06641	8401.96387	13603.65625	17401.3125	24064.625	18844.00977	15294.16797
1123.825679	16455.61914	15518.53613	13027.87695	15138.43945	21801.43945	21327.63086	24119.72852	18037.99805	26443.60742	17036.43359	14936.38281	14903.56738	18439.30469	17195.51172	15571.38379	13177.56738	19212.30664	19505.1875	13574.35254	9517.28125	8301.86621	13658.41113	17471.00977	24183.67578	18744.86328	15380.63965
1122.881346	16278.68652	15116.08203	12803.73926	15037.32031	21660.45703	21448.08398	24451.17578	18083.89258	26145.10938	16981.07227	14994.09375	14966.20117	18576.47656	17058.6875	15502.13086	13066.38867	18857.54492	19094.66406	13368.83203	9691.9043	8326.78711	13541.29004	17403.62109	24626.95117	18324.96484	15299.81934
1121.937013	16078.05469	15031.4082	12772.70703	15210.89258	21343.38672	21159.75195	24041.26758	18107.59375	26237.9707	17299.66602	14886.00781	14969.2373	18463.84766	16941.87695	15313.13477	12839.65137	18575.7168	19039.93164	13434.59961	9617.04785	7995.87549	13311.65723	17553.66602	24600.11914	18057.55859	15647.98145
1120.99268	16223.35352	15154.0166	12622.09082	14946.13379	21428.19141	20773.64453	23943.32227	18145.05859	26107.06445	17434.64453	14764.45703	15048.16406	18623.2207	16974.3125	15448.54688	12959.39551	18413.82617	18682.01172	13402.86133	9447.88086	8096.34717	13401.14258	17190.60156	24545.51367	18122.83984	15280.76465
1120.048347	16049.75977	15035.60449	12576.87109	14974.70508	21286.56055	20709.27148	23771.31836	18098.32813	25794.25	17763.89063	14786.0332	14944.91309	18544.88672	16775.67969	15261.03711	12736.64941	18340.02344	18588.14648	13322.65332	9317.62891	8156.06641	13366.81445	17453.25586	24288.65625	18046.93359	15541.38867
1119.104014	15791.48242	14978.00488	12453.46777	15109.21875	20982.66797	20590.5625	23859.00195	17829.91016	25546.50391	17837.62695	14898.13574	15072.0918	18546.90625	16925.64063	15318.7207	12884.69922	18054.24023	18574.54492	13181.75684	9242.78223	7901.83252	13234.2666	17344.99609	24370.50977	17972.39063	15596.0127
1118.159681	15856.94336	14666.02051	12515.4707	15365.27637	20654.16992	20863.24805	23951.25977	17796.5957	25424.22461	17936.61914	14760.16406	15307.01855	18330.38281	16720.19531	15116.75684	12822.95703	17939.98633	18353.125	13148.41992	9134.35254	7794.15527	13046.68359	17371.67578	24651.4082	17866.04297	15536.65625
1117.215349	15884.83008	14852.54492	12386.79297	15461.29102	20291.58398	20072.77148	23945.97852	17798.13867	25264.67773	18265.28711	14584.5459	15384.26563	18275.48047	16764.60352	15003.90137	12713.30664	17678.17773	18488.33203	13031.50293	9003.33203	7779.35059	12899.52148	17158.04492	24183.16016	17832.46875	15656.83301
1116.271016	15772.18457	14770.9375	12354.91406	15359.11719	20394.67188	20551.91602	23678.79102	17590.25977	25546.35742	18258.86133	14563.95605	15315.76758	17989.80273	16751.6875	15051.65039	12803.90234	17651.73047	18417.56445	12798.45215	8918.13184	7709.1416	12921.00391	17431.84766	23901.23047	17388.60742	15479.92969
1115.326683	15565.91309	14694.5752	12159.86426	15443.86133	20336.55078	20389.9043	23315.4668	17328.45313	25141.41797	18334.51563	14646.87988	15696.46191	18011.10547	16709.79688	15070.34961	12782.02734	17718.57422	18246.65234	12555.63477	8969.45996	7751.02441	12921.43262	17374.04883	23770.13477	17400.73047	15415.83301
1114.38235	15869.87598	14927.0625	12328.53027	15379.4834	20302.13672	20155.75977	23244.73047	17057.4668	25102.43555	18273.66602	14544.48145	15915.12793	17771.91016	16537.3457	15219.97559	13023.45313	17584.80859	18114.29688	12317.82227	8704.4707	7685.05811	12660.62305	17111.9043	23092.63867	17256.19727	15267.45898
1113.438017	15742.26855	14524.3457	12097.00879	15254.2002	19764.57422	20161.82813	23095.25977	17101.33789	24885.01563	18416.59375	14513.1084	15468.34863	17724.05273	16269.18652	15066.3457	12734.17773	17146.44922	18140.95313	12254.23438	8811.62109	7587.84814	12504.97363	17215.31445	22764.63477	17115.23828	15310.53027
1112.493684	15703.82227	14660.90039	12128.11035	14922.71387	19497.1875	19946.96289	22637.32813	17040.51367	24869.68359	18364.75195	14446.57715	15011.41602	17513.25195	16510.1543	14733.49023	12773.14941	17586.35547	17825.83594	12118.99219	8837.43164	7479.66309	12322.80371	17398.31836	22536.11914	17203.1875	15118.23145
1111.549351	15516.99121	14611.89063	12115.23438	14926.75684	19320.45313	19948.68164	22813.29492	16888.26953	24757.31836	18219.33203	14512.46094	14833.08008	17468.88672	16366.50684	14906.53809	12813.77344	17229.57813	17654.73633	11955.70313	8686.55566	7448.08398	12359.50684	17568.16992	22294.61719	17155.9082	14863.89063
1110.605018	15348.43457	14374.25195	12117.04395	14641.84961	19235.79492	19745.38086	22513.71875	16396.79492	24656.26563	18019.75391	14437.81836	14836.65039	17200.50195	16318.27148	14809.14648	12878.0918	17287.01563	17666.00977	12069.50488	8749.92773	7239.63135	12179.50586	17858.67773	21999.92969	16929.08984	14814.45313
1109.660686	15404.97168	14163.99805	12050.68066	14509.12012	19060.33984	19927.14648	22329.36719	16449.50586	24533.29492	17837.27734	14365.97754	14530.20313	17143.00195	16170.16895	14699.6709	12645.69336	17072.08594	17247.46484	12036.27539	8724.9541	7389.27393	12034.33008	18242.95117	21892.37109	16943.36719	14497.35742
1108.716353	15172.96973	14056.50977	11724.70703	14453.54883	18891.75195	19880.67188	22109.83984	16540.56055	24805.95508	17548.86914	14355.1543	14417.13672	17114.76367	16228.12793	14759.7373	12602.6416	17109.54297	17197.46484	11943.16602	8706.08301	7286.56396	11810.57422	18769.57227	21565.83594	16806.88477	14709.84668
1107.77202	15211.18066	14057.02734	11748.04492	14276.83203	18385.66797	19625.7207	21880.06641	16684.38672	24898.0332	17251.07227	14220.95996	14071.4707	17230.50586	16270.99805	14488.84082	12606.54297	17084.79688	17012.94531	11688.36621	8730.31641	7408.6958	11984.74023	18956.64844	21346.60352	17006.23828	14523.31543
1106.827687	15192.58105	13900.33301	11964.45508	14358.66309	18412.24414	19513.50195	21872.125	16308.22461	24858.90234	16931.41406	14151.00098	13779.30859	17071.69141	16163.46582	14629.93945	12393.36328	17135.18945	16619.20313	11614.06152	8819.9668	7211.81006	11945.77637	19455.43945	20921.33008	16891.00586	14125.70996
1105.883354	15162.56348	14032.88965	11853.57324	14387.27148	18445.68555	19750.29688	21663.6582	16441.3125	24725.15039	16611.47852	14051.62305	13786.94727	17160.61719	16044.96777	14195.20313	12354.93066	16783.55078	16676.14063	11576.48633	8598.39648	7293.77051	11963.58691	19753.77148	20921.61133	16628.15039	14015.24414
1104.939021	15236.5166	13837.89551	12043.51758	14140.89551	18289.6875	19718.45313	21638.13477	16578.59766	24757.3125	16371.25	13849.7832	13470.32031	17064.86523	16162.49609	14374.30664	12473.04785	16813.58398	16572.64453	11549.73828	8677.71191	7107.1958	11867.6377	20284.05078	20528.49805	16946.26172	14211.63477
1103.994688	15243.75684	13813.55762	12027.21387	14007.41113	18335.20898	19713.99609	21895.22461	16401.00977	24436.40234	16285.46094	13929.6416	13442.375	17031.25391	16083.9082	14380.0918	12433.51074	16599.57422	16381.73633	11527.48828	8438.7334	7116.82959	11698.46191	20446.52344	20485.59766	16759.73242	13977.91699
1103.050355	15052.65527	13802.27344	11931.38867	13961.33984	18220.33984	19494.00977	21648.02344	16413.88867	24495.86133	15911.89844	13645.92676	13267.14258	17203.46094	16249.15234	14144.09766	12158.2002	16715.87891	16546.88477	11613.53613	8507.75293	7019.51025	11712.54199	21007.125	20104.59961	17042.60547	13728.39063
1102.106023	14963.19629	13515.09766	12125.47168	13982.55176	18164.34961	19705.81445	21662.35742	16394.39648	24346.0957	16101.08691	13695.25684	13304.66113	17494.37305	16032.2373	14226.78027	12360.99219	16623.4707	16300.09375	11431.85742	8658.03516	7082.30664	11893.92773	20920.66602	20157.15625	16650.39063	13816.54297
1101.16169	14777.56445	13516.42285	11913.75293	14044.0918	18303.95313	19273.70898	21764.94922	16327.36719	23915.23633	16030.42188	13360.19629	13034.90137	17156.22852	16288.6875	13974.36621	12233.91309	16493.10938	15959.87891	11385.26758	8565.13379	7029.49072	11809.11328	21063.6543	20169.82422	16812.03906	13789.55469
1100.217357	15069.05273	13408.01074	11977.85449	14210.14258	18417.14063	19503.44922	21625.80469	16470.64648	23878.62305	15851.91602	13493.4375	13336.60449	17069.21289	16343.94434	13925.84082	12180.24805	16535.94336	15793.30273	11387.26172	8355.07227	7129.17822	11637.83594	20459.44727	20221.11328	16910.16211	13591.47461
1099.273024	14931.95898	13263.68359	12054.41309	14075.21582	18091.66016	19570.04688	21594	16754.23047	23431.57031	15741.75195	13132.53711	13309.92578	17350.30859	16544.67188	13894.34766	12124.64648	16050.88965	15729.41602	11251.84766	8422.39258	7148.89551	11676.29395	19831.76953	19985.39063	16721.79102	13583.98633
1098.328691	14901.32227	13213.17285	11820.14355	14032.25684	18055.99023	19601.9707	21530.70898	16560.81641	23494.69141	15655.85352	13386.0918	13173.25781	17502.57617	16537.45703	13895.38184	11912.18945	16253.9209	15541.42969	11161.11523	8222.37891	7165.75537	11748.43945	19195.56445	20126.60547	16683.02539	13426.56445
1097.384358	14613.86035	13118.7666	11909.5	14072.28711	18205.85352	19318.96875	21323.93945	16615.41016	23525.5918	15424.81445	13166.84277	13047.16016	17565.30859	16600.43359	13905.00391	12006.99219	16115.52246	15629.16797	11138.57422	8367.87109	7155.38379	11613.94238	18390.05273	20127.58008	16687.87891	13486.95996
1096.440025	14615.84766	13084.57715	11740.56738	13972.38086	18089.88281	19420.38477	20984.96289	16419.04492	23237.76953	15525.17285	13115.45703	13187.11719	17258.51953	16453.03906	13829.94141	11945.48242	15999.33301	15826.62598	10980.34473	8127.3877	7301.35742	11473.52051	17858.4707	20108.11523	16615.96289	13609.65234
1095.495692	14630.03223	12845.7793	11874.55762	14014.46387	17869.23828	19194.79492	21267.73047	16607.64063	22643.23242	15363.1709	13084.86523	13334.51172	17197.77539	16586.73828	13300.09961	11899.22754	16034.52344	15574.63184	11054.0957	7934.28516	7120.94092	11545.09277	17313.09961	20516.77148	16570.79688	13505.87012
1094.55136	14309.1416	12867.50195	11817.81641	14406.84961	18060.80469	19209.12109	21152.26367	16667.35742	22819.74023	15557.55566	13190.87988	13387.55566	16863.04883	16499.30273	13547.33691	11850.65625	15902.24219	15371.90039	11162.54297	7968.91602	7069.01025	11438.36816	16963.91602	20263.50586	16469.10547	13380.05566
1093.607027	14443.61719	12707.94043	11769.34961	14271.87109	18005.11133	19106.42969	21208.69922	16869.88281	22722.06445	15157.85938	13005.49023	13292.01172	16712.46094	16563.24414	13596.62305	11627.35352	15712.13574	15309.05371	11113.08691	7989.41943	7101.01611	11441.67969	16708.56836	20557.12695	16290.34375	13449.54297
1092.662694	14761.98828	13009.24121	11746.1748	14395.45801	17894.46289	19006.74609	21168.42188	16812.07813	22472.94531	15307.69434	12957.91602	13221.41406	16708.29297	16774.85156	13568.20313	11897.33594	15892.69434	15256.46191	10887.70898	7969.94336	7055.4502	11494.70605	16370.05762	20465.06641	16392.43359	13316.36035
1091.718361	14638.25293	12891.70605	11916.80762	14308.60938	17984.02148	18851.85742	21741.07813	17025.88867	22589.55078	15056.74609	13229.94141	13152.55078	16394.51367	16855.23047	13475.86719	11681	15597.13477	15399.49512	10976.1123	7892.28516	7017.06885	11207.33594	16022.14648	20465.46875	16231.17676	13455.13574
1090.774028	14658.30762	12853.40918	11674.85449	13797.13184	17864.58594	18698.77734	21591.84961	16817.84766	22373.85938	14823.25684	13152.05176	13297.14551	16189.24414	17244.51563	13437.10059	11723.0459	15646.83887	15183.74121	10700.72266	7966.64014	7044.63916	11169.34961	15859.58887	20677.25781	16359.6543	13260.79688
1089.829695	14646.75977	12738.4873	11786.83887	13961.32617	18015.82031	18315.57813	21911.97461	17094.60352	22059.61133	14875.82227	13094.08887	13248.08789	16256.60742	16893.81445	13409.75977	11540.21387	15599.43164	15130.21387	11000.90723	7826.94824	6967.98486	11153.91699	15907.12695	20714.94141	16299.45703	13449.72559
1088.885362	14860.65527	12900.19531	11988.0332	13653.62207	18030.32227	18468.39258	22073.78906	16937.10547	21790.85547	14513.48047	13426.82227	13217.76367	15874.70996	16982.85352	13445.78613	11484.4668	15682.19727	14871.02637	10941.8291	7849.53857	6914.6792	10972.5625	16136.56641	20726.64258	16247.71094	13516.26563
1087.94103	14574.46484	12770.93945	11907.80469	13627.97754	17993.89844	18323.53516	22099.05273	16988.74023	21446.46289	14699.81152	13112.94336	13025.57422	16183.33496	16891.40234	13181.62988	11533.71387	15240.09863	15042.26465	10684.50879	7913.01123	6878.54688	10876.83008	16105.66797	20712.5	15808.00293	13438.43457
1086.996697	14558.81055	12878.34668	11890.01465	13669.94434	18126.48828	18064.34766	22228.30078	16993.54883	21487.03906	14483.05273	13249.0166	13028.47754	16034.20996	16888.39453	13388.19922	11367.13672	15289.6123	14956.01758	10570.31152	7877.65283	6629.23145	10840.94336	16235.98438	20698.36523	16424.10547	13436.04102
1086.052364	14306.17773	12824.2373	11843.58594	13399.38184	18167.86719	18102.16992	22584.05664	17123.35742	21426.02734	14427.8623	13194.91113	12846.47559	15913.80371	16880.17773	13112.88086	11492.31641	15250.55762	14890.64648	10758.26465	7740.74512	6783.69678	10904.03613	16462.59375	20882.16016	16266.44531	13477.91992
1085.108031	14464.11328	12798.19629	11939.28418	13254.87305	18051.31445	17755.54883	22361.13086	17059.52734	21543.16016	14437.72461	13339.4082	12568.48828	16021.01172	16698.76367	13198.43066	11525.08105	15296.61133	14882.2334	10646.99609	7753.59473	6763.2876	10925.97363	16743.58594	21203.32813	16143.16406	13504.37305
1084.163698	14561.75781	12782.7002	11992.68164	13298.90234	18105.18555	18015.94727	22450.88672	16922.05273	21156.58594	14391.7627	13452.38281	12889.98633	16214.9873	16790.26563	13012.90723	11310.68066	15115.14844	14746.10449	10674.01172	7790.95361	6761.73486	11091.16016	16886.43359	20927.94727	16210.11426	13263.88086
1083.219365	14747.32617	12734.30273	12228.53906	13071.23047	18317.17773	17683.39844	21937.75	16719.82422	20792.21484	14250.71094	13587.62793	12633.59668	16275.40039	16619.15234	13003.53027	11313.64063	14879.02637	14824.19922	10517.625	7566.55664	6742.71729	10772.60547	17329.68945	20912.35742	16270.0625	13347.30176
1082.275032	14467.97949	12733.07324	12736.42773	13139.81445	18608.65039	17851.11914	22245.43555	16760.97852	20918.49219	14268.95898	13789.02441	12673.33203	16100.20703	16262.27246	13086.9668	11647.72266	14603.86621	14455.7002	10687.43457	7376.17432	6670.25146	10833.49414	17053.17383	20756.99414	16039.41309	13236.81934
1081.330699	14646.67969	12685.85059	12869.69824	12880.31348	18259.05273	17725.14844	22217.24805	16682.44336	20840.40234	13994.58887	13631.95215	12405.27637	16430.71484	16382.91895	12967.96387	11326.3418	14690.63965	14643.43652	10670.17383	7475.125	6618.6333	10809.50488	17343.85547	20624.49414	15899.56934	13412.69238
1080.386367	14638.67578	12661.52148	13076.57031	12760.97266	18017.31055	17648.57813	21754.82813	16104.88184	20745.89258	13834.72754	13559.47266	12399.80469	16590.97266	16141.10352	12865.43848	11630.54004	14608.58203	14717.94238	10585.27148	7489.02197	6411.62109	10880.7959	17234.21094	20609.81836	15570.32422	12942.83496
1079.442034	14792.62012	12677.78906	13162.33691	12942.02637	18067.65625	17311.94531	21601.39453	16238.50684	20471.50195	13791.91211	13678.88965	12503.94043	16539.9707	15801.71777	12951.125	11381.60742	14475.62891	14655.27246	10514.6709	7493.18604	6531.45557	10654.44629	17233.90234	20443.52539	15605.49023	12986.58594
